ID,Context,Source,comments,DE,ES,FR,garbled,JA,lengthened,PT,RU,ZH-Hans
TXT_BuildPanel_Colonies,Frontend,Colonies,,Kolonien,Colonias,Colonies,C�1�N�35,コロニー,COLONIESCO,Colônias,Колонии,拓殖类别
TXT_BuildPanel_Power,Frontend,Power,,Energie,P. de Energía,Puissance,P�W3R,電力,POWERW,Energia,Электростанции,供能
TXT_BuildPanel_Military,Frontend,Military,,Militär,Defensa,Militaires,M�L�S�RY,軍事,MILITARYRY,Militares,Военные,军用类别
TXT_BuildPanel_Terraforming,Frontend,Terraforming,,Terraforming,Terraformación,Terraformation,7ERR�F�RM�NG,テラフォーミング,TERRAFORMINGERRA,Terraformação,Терраформирование,地球化改造类别
TXT_BuildPanel_Terraforming_Life,Frontend,Life,,Leben,Vida,Vie,,生命体,,Vida,Жизнь,生命
TXT_BuildPanel_Terraforming_Atmosphere,Frontend,Atmosphere,,Atmosphäre,Crol. Atmosférico,Atmosphère,,大気,,Atmosfera,Атмосфера,大气
TXT_Control_Setting_1x,Frontend,1x,,1x,1x,x1,,1x,,1x,1x,1倍速
TXT_Control_Setting_2x,Frontend,2x,,2x,2x,x2,,2x,,2x,2x,2倍速
TXT_Control_Setting_4x,Frontend,4x,,4x,4x,x4,,4x,,4x,4x,4倍速
TXT_Control_Setting_8x,Frontend,8x,,8x,8x,x8,,8x,,8x,8x,8倍速
TXT_Control_Setting_16x,Frontend,16x,,16x,16x,x16,,16x,,16x,16x,16倍速
TXT_Control_Setting_Clock_Speed,Frontend,CLOCK SPEED,,SPIELGESCHWINDIGKEIT,VELOCIDAD DEL TIEMPO,VITESSE DE L'HORLOGE,,時計のスピード,,VELOCIDADE,СКОРОСТЬ,时钟速度
TXT_HUD_Date_Year,Frontend,Year,,Jahr,Año,an,,年,,ano,год,年
TXT_HUD_Date_Month,Frontend,Month,,MONAT,Mes,MOIS,,月,,MÊS,МЕС,月
TXT_HUD_Date_Sol,Frontend,Sol,,Sol,Sol,sol,,火星日,,sol,сут.,日
TXT_HUD_0x,Frontend,0x,,0x,0x,0x,,0x,,0x,0x,0倍速
TXT_HUD_Power_Graph_Title,Frontend,Production and Consumption,,Produktion und Verbrauch,Producción & Consumo,Production et consommation,,生産と消費,,Produção e consumo,Производство и потребление,生产与消耗
TXT_Hazard_Asteroid,Frontend,Imminent impact,,Einschlag steht bevor,Colisión Inminente,Impact imminent,,まもなく隕石が飛来,,Impacto iminente,Падение астероида,即将撞击
TXT_Hazard_DustDevil,Frontend,DUST DEVIL<br><size=15>DETECTED</size>,,STAUBTEUFEL<br><size=15>ENTDECKT</size>,REMOLINO DE ARENA<br><size=15>DETECTADO</size>,TOURBILLON DE POUSSIÈRE<br><size=15>DÉTECTÉ</size>,,じん旋風を<br><size=15>検知</size>,,TORNADO DE POEIRA<br><size=15>DETECTADO</size>,<size=15>ВНИМАНИЕ</size><br>ПЫЛЕВОЙ ВИХРЬ,<br><size=15>发现</size>尘卷风
TXT_Hazard_Sandstorm,Frontend,Sandstorm Active,,Sandsturm aktiv,Tormenta de Arena En Curso,Tempête de sable active,,砂嵐発生中,,Tempestade de areia ativa,Песчаная буря,出现沙尘暴
TXT_SpaceScreen_Fluff_EquatorialRadius,Frontend,Equatorial Radius - 3396.2 Km<br>Axial Tilt - 25.19 Deg,,"Äquatorialer Radius - 3.396,2 km<br>Axialneigung - 25,19°",Radio ecuatorial - 3396.2 Km<br>Oblicuidad - 25.19 Deg,"Rayon équatorial : 3 396,2 km<br>Inclinaison de l'axe : 25,19°",,赤道半径 - 3396.2km<br>赤道傾斜角 - 25.19度,,"Raio equatorial - 3.396,2 km<br>Inclinação axial - 25,19º","Экваториальный радиус – 3396,2 км<br>Наклон оси – 25,19°",赤道半径：3396.2千米<br>转轴倾角：25.19度
TXT_SpaceScreen_Fluff_Phobos_info,Frontend,"Orbit - 9,378 Km<br>Diameter - 22.2 Km",,"Orbit - 9.378 km<br>Durchmesser - 22,2 km","Órbita - 9.378 Km<br>Diámetro - 22,2 Km","Orbite : 9 378 km<br>Diamètre : 22,2 km",,"軌道 - 9378km<br>直径 - 22,2km",,"Órbita - 9.378 km<br>Diâmetro - 22,2 km","Орбита – 9378 км<br>Диаметр – 22,2 км",公转轨道：9378千米<br>卫星半径：22.2千米
TXT_SpaceScreen_Fluff_Phobos,Frontend,Phobos,,Phobos,Fobos,Phobos,,フォボス,,Fobos,Фобос,火卫一
TXT_SpaceScreen_Fluff_Deimos_Fluff,Frontend,"Orbit - 23,459 Km<br>Diameter - 12.6 Km",,"Orbit - 23,459 km<br>Durchmesser - 12,6 km","Orbita - 23.459 Km<br>Diámetro- 12,6 Km","Orbite : 23,459 km<br>Diamètre : 12,6 km",,"軌道 - 23,459km<br>直径 - 12,6km",,"Órbita - 23.459 km<br>Diâmetro - 12,6 km","Орбита – 23,459 км<br>Диаметр – 12,6 км",公转轨道：2 3459千米<br>卫星半径：12.6千米
TXT_Button_AdditionalLandingSite,Frontend,New Landing site available,,Neuer Landeplatz verfügbar,Nuevo Módulo de Aterrizaje disponible,Nouveau site d'atterrissage disponible,,新しい発着場利用可,,Novo local de pouso disponível,Доступен новый посадочный модуль,新的着陆器现已可用
TXT_Button_AdditionalSpaceElevator,Frontend,New Space Elevator Available,,Neuer Weltraumlift verfügbar,Nuevo Elevador Espacial disponible,Nouvel ascenseur spatial disponible,,新規軌道エレベーターが利用可,,Novo elevador espacial disponível,Доступен новый космический лифт,新的太空升降装置现已可用
TXT_HUD_Pressure,Frontend,Pressure,,Druck,Presión,Pression,,気圧,,Pressão,Давление,气压
TXT_Warning_MeteorShower,Frontend,A Meteor Shower is coming,,Meteorschauer im Anflug,Se avecina una Lluvia de Meteoritos,Une pluie de météorites arrive,,流星群が接近中,,Está chegando uma chuva de meteoros,Приближается метеоритный дождь,流星雨即将来临
TXT_Warning_UnknownSignal,Frontend,Unknown Signal,,Unbekanntes Signal,Señal Desconocida,Signal inconnu,,正体不明の信号,,Sinal desconhecido,Неизвестный сигнал,不明信号
TXT_Warning_HostileForces,Frontend,HOSTILE FORCES DETECTED,,FEINDSELIGE KRÄFTE ENTDECKT,FUERZAS HOSTILES DETECTADAS,FORCES HOSTILES DÉTECTÉES,,敵対勢力を検出,,FORÇAS HOSTIS DETECTADAS,ОБНАРУЖЕНЫ СИЛЫ ПРОТИВНИКА,发现敌对力量
TXT_SpaceScreen_Fluff_DeimosCrashing,Frontend,Deimos,,Deimos,Deimos,Deimos,,デイモス,,Deimos,Деймос,火卫二
TXT_SpaceScreen_Fluff_DeimosCrashing_Info,Frontend,Crashing,,Absturz,Colisionando,Impact,,衝突中,,Colidindo,Падает,即将撞击火星
TXT_SpaceScreen_Card_AutoRenew,Frontend,Auto renew project,,Projekt automatisch erneuern,Proyecto Autorenovable,Renouvellement automatique du projet,,プロジェクト自動更新,,Autorrenovar projeto,Автоматически пролонгировать проект,工程自动续期
TXT_TerraformingPlanScreen_Title,Frontend,Terraforming Plan,,TERRAFORMING-PLAN,Plan De Terraformación,PLAN DE TERRAFORMATION,,テラフォーミング計画,,PLANO DE TERRAFORMAÇÃO,ПЛАН ТЕРРАФОРМИРОВАНИЯ,火星改造规划
TXT_TerraformingPlanScreen_Objetives,Frontend,Objectives,,Ziele,Objetivos,Objectifs,,目的,,Objetivos,цели,目标
TXT_TerraformingPlanScreen_Stages,Frontend,Stages,,Phasen,Fases,Phases,,ステージ,,Fases,этапы,阶段
TXT_specialProject_singular,Frontend,Special Project,,Spezialprojekt,Proyecto Especial,Projet Spécial,,特別プロジェクト,,Projeto Especial,Спецпроект,项特别工程
TXT_pressure_o2_level,Frontend,O<sub>2</sub> Level,,O<sub>2</sub>-Gehalt,Nivel de O<sub>2</sub>,Niveaux d'O<sub>2</sub>,,O<sub>2</sub>レベルを,,Níveis de O<sub>2</sub>,Уровень O<sub>2</sub>,氧气水平
TXT_pressure_co2_level,Frontend,CO<sub>2</sub> Level,,CO<sub>2</sub>-Gehalt,Nivel de CO<sub>2</sub>,Niveaux de CO<sub>2</sub>,,CO<sub>2</sub>レベルを,,Níveis de CO<sub>2</sub>,Уровень CO<sub>2</sub>,二氧化碳水平
TXT_temperature,Frontend,Temperature,,Temperatur,Temperatura,Température,,温度,,Temperatura,Температура,气温
TXT_frozen_co2,Frontend,Frozen CO<sub>2</sub>,,Gefrorene CO<sub>2</sub>,CO<sub>2</sub> Congelado,CO<sub>2</sub> gelé,,凍ったCO<sub>2</sub>,,CO<sub>2</sub> congelado,Замёрзший CO<sub>2</sub>,冷冻二氧化碳
TXT_pressure,Frontend,Pressure,,Druck,Presión,Pression,,気圧,,Pressão,Давление,气压
TXT_pressure_o2,Frontend,O<sub>2</sub> Level,,O<sub>2</sub>-Gehalt,Nivel de O<sub>2</sub>,Niveaux d'O<sub>2</sub>,,O<sub>2</sub>レベルを,,Níveis de O<sub>2</sub>,Уровень O<sub>2</sub>,氧气水平
TXT_water_stock,Frontend,Water Stock,,Wasserstand,Depósitos De Agua,Réserves d'eau,,貯水量,,Estoque de água,Статические запасы воды,水量
TXT_District_Selection_Button,Frontend,District Selection,,Distriktauswahl,Selección de Distrito,Choix du district,,地区選択,,Seleção de distrito,Список районов,选择地区
TXT_TerraformingPlanScreen_Category_Terrain,Frontend,Terrain,,Gelände,Terreno,Terrain,,地形,,Terreno,Ландшафт,地形
TXT_TerraformingPlanScreen_Category_Gases,Frontend,Gases,,Gase,Gases,Gaz,,気体,,Gases,Газы,气体
TXT_TerraformingScreen_All,Frontend,All Categories,,Alle Kategorien,Todas las Categorías,Toutes les catégories,,全カテゴリー,,Todas as categorias,Все категории,所有分类
TXT_BuildPanel_Aquatic,Frontend,Aquatic,,Aquatisch,Acuáticas,Aquatique,,水上施設,,Aquáticas,Надводные,涉水
TXT_BuildPanel_Orbital,Frontend,Orbital,,,,,,,,,,
TXT_Legend_Height,Frontend,<sprite name=Sprites_Resources_Terrain>Height (km),,<sprite name=Sprites_Resources_Terrain>Höhe (km),<sprite name=Sprites_Resources_Terrain>Altura (km),<sprite name=Sprites_Resources_Terrain>Altitude (km),,<sprite name=Sprites_Resources_Terrain>高さ(km),,<sprite name=Sprites_Resources_Terrain>Altura (km),<sprite name=Sprites_Resources_Terrain>Высота (км),<sprite name=Sprites_Resources_Terrain>高度（千米）
TXT_Legend_TrafficLoad,Frontend,<sprite name=Sprites_Resources_Storage>Sector Load,,<sprite name=Sprites_Resources_Storage>Sektorauslastung,<sprite name=Sprites_Resources_Storage>Sobrecarga del Sector,<sprite name=Sprites_Resources_Storage>Chargement du secteur,,<sprite name=Sprites_Resources_Storage>セクター内負荷,,<sprite name=Sprites_Resources_Storage>Carga do setor,<sprite name=Sprites_Resources_Storage>Нагрузка на сектор,<sprite name=Sprites_Resources_Storage>分区负荷
TXT_Legend_TrafficRoadSaturation,Frontend,<sprite name=Sprites_Resources_WaySaturation>Road Saturation,,<sprite name=Sprites_Resources_WaySaturation>Straßenauslastung,<sprite name=Sprites_Resources_WaySaturation>Congestión Vial,<sprite name=Sprites_Resources_WaySaturation>Saturation de la route,,<sprite name=Sprites_Resources_WaySaturation>飽和交通量,,<sprite name=Sprites_Resources_WaySaturation>Saturação das estradas,<sprite name=Sprites_Resources_WaySaturation>Загруженность дорог,<sprite name=Sprites_Resources_WaySaturation>道路饱和度
TXT_Legend_Temperature,Frontend,<sprite name=Sprites_Resources_Temperature>Temperature (C°),,<sprite name=Sprites_Resources_Temperature>Temperatur (C°),<sprite name=Sprites_Resources_Temperature>Temperatura (C°),<sprite name=Sprites_Resources_Temperature>Température (°C),,<sprite name=Sprites_Resources_Temperature>温度(Cº),,<sprite name=Sprites_Resources_Temperature>Temperatura (ºC),<sprite name=Sprites_Resources_Temperature>Температура (ºC),<sprite name=Sprites_Resources_Temperature>气温（摄氏度）
TXT_Legend_Biomes,Frontend,Biomes,,Biome,Biomas,Biomes,,生物群系,,Biomas,Биомы,生物群落
TXT_Legend_Tropical_Biomes,Frontend,Tropical Biomes,,Tropische Biome,Biomas Tropicales,Biomes tropicaux,,熱帯の生物群系,,Biomas tropicais,Тропические биомы,热带生物群落
TXT_Legend_Tropical_Biomes_Description,Frontend,"Their high temperatures cause water to never freeze, and let plants grow all year round.",,"Die hohen Temperaturen, die dort herrschen, sorgen dafür, dass das Wasser niemals gefriert und die Pflanzen das ganze Jahr hindurch wachsen können.",Sus altas temperaturas hacen que el agua nunca se congele y las plantas crezcan durante todo el año.,"Grâce à leur température élevée, l'eau ne gèle jamais à l'intérieur et leurs plantes poussent toute l'année.",,高い気温のため水が決して凍らず、年間通じて植物が育ちます。,,As altas temperaturas impedem o congelamento da água e permitem o cultivo de plantas durante o ano todo.,Зоны с высокой среднесуточной температурой. Никогда не замерзающая вода обеспечивает круглогодичный рост растений.,高温让水永远不会结冰，植物可以全年生长。
TXT_Legend_Subtropical_Biomes,Frontend,Temperate Biomes,,Gemäßigte Biome,Biomas Templados,Biomes tempérés,,温帯性の生物群系,,Biomas temperados,Умеренные биомы,温带生物群落
TXT_Legend_Subtropical_Biomes_Description,Frontend,"The vegetation is adapted to their low temperatures, but even so, it will remain dormant during winter.",,Die Vegetation ist an die niedrigen Temperaturen dort angepasst und wächst im Winter kaum.,"Tienen una vegetación adaptada a sus bajas temperaturas, pero aún así la misma permanecerá inactiva todo el invierno.","Leur végétation est adaptée à leur température fraîche, mais même malgré cela, elle reste en sommeil durant les mois d'hiver.",,低温の環境下に順応した植物相ですが、冬季は休眠します。,,"A vegetação é adaptada às baixas temperaturas, mas, ainda assim, ela permanece dormentes durante o inverno.","Растения в этих зонах приспособились к низким температурам, но зимы всё равно проводят в фазе покоя.",植被适应了这里的低温，但即便如此，到了冬季也会保持休眠状态。
TXT_Legend_Polar_Biomes,Frontend,Polar Biomes,,Polare Biome,Biomas Polares,Biomes polaires,,極地の生物群系,,Biomas polares,Полярные биомы,极地生物群落
TXT_Legend_Polar_Biomes_Description,Frontend,The amount of vegetation is zero due to the low temperatures and the continuously frozen ground.,,Die Menge der Vegetation ist aufgrund der extrem niedrigen Temperaturen und des durchgehend gefrorenen Bodens bei null.,La cantidad de vegetación es nula debido a las bajas temperaturas y el congelamiento constante del suelo.,"Les températures y sont très basses et le sol y est perpétuellement gelé, ce qui fait que rien n'y pousse.",,低温と凍土により、植物相が存在しません。,,O volume de vegetação é zero por conta das baixas temperaturas e do congelamento permanente do solo.,Зоны с низкой среднесуточной температурой и круглогодично заледеневшей почвой. Непригодны для роста растений.,由于低温且地面始终处于冰封状态，植被数量为零。
TXT_Legend_Biomes_Desert,Frontend,Tropical Desert,,Tropische Wüste,Desierto Tropical,Désert tropical,,熱帯砂漠,,Deserto tropical,Тропики – пустыня,热带沙漠
TXT_Legend_Biomes_Desert_Description,Frontend,"Suitable temperature for plants, but not enough humidity for them to grow.",,"Die dort herrschenden Temperaturen sind für Pflanzen zwar geeignet, aber es fehlt die nötige Luftfeuchtigkeit, damit sie wachsen können.","Temperatura adecuada para las plantas, pero escasa humedad para que crezcan.","La température est bonne pour les plantes, mais l'humidité n'y est pas assez importante pour qu'elles puissent pousser.",,この環境は植物の育成に適した気温ですが、育つには湿度が足りません。,,"Apesar da temperatura adequada, a umidade é insuficiente para o cultivo de plantas.","Зоны с благоприятной для развития растений температурой, но недостаточным уровнем влажности.",对植物来说，温度合适但湿度不足，因而无法生长。
TXT_Legend_Biomes_Continental,Frontend,Tropical Lichen,,Tropische Flechte,Liquen Tropical,Lichen tropical,,熱帯の地衣植物,,Líquen tropical,Тропики – лишайники,热带地衣
TXT_Legend_Biomes_Continental_Description,Frontend,Warmer and wetter grounds where lichen can be abundant.,,"Wärmere und feuchtere Böden, sodass Flechten gut wachsen können.",Suelos más cálidos y húmedos donde los líquenes pueden ser abundantes.,"Un terrain plus chaud et plus humide, où le lichen peut pousser en abondance.",,比較的温暖で、湿度が高い土壌があるため、地衣植物がたくさん育ちます。,,Solos mais quentes e úmidos onde líquens podem ser abundantes.,"Более тёплые и влажные зоны, пригодные для произрастания лишайников.",地表更温暖更潮湿，适合地衣大量繁殖。
TXT_Legend_Biomes_Tropic,Frontend,Tropical Plants,,Tropische Pflanzen,Bosque Tropical,Plantes tropicales,,熱帯の植物,,Plantas tropicais,Тропики – растения,热带植物
TXT_Legend_Biomes_Tropic_Description,Frontend,Warm temperatures and constant humidity that favors plants' growth.,,Warme Temperaturen und durchgehende Luftfeuchtigkeit begünstigen das Wachstum von Pflanzen.,Temperaturas cálidas y humedad constante que favorecen el crecimiento de las plantas.,La température élevée et l'humidité constante favorisent la croissance des plantes.,,温暖な気候と安定した湿度で、植物の生長に適した環境です。,,Temperaturas quentes e umidade constante que favorecem o cultivo de plantas.,"Тёплые зоны с постоянным уровнем влажности, благоприятствующим росту растений.",气候温暖，湿度稳定，有利于植物生长。
TXT_Legend_Biomes_Oceanic,Frontend,Oceanic,,Ozeanisch,Oceánico,Océanique,,海洋,,Oceânico,Океаны,海洋
TXT_Legend_Biomes_Oceanic_Description,Frontend,Warm waters suitable for the development of cyanobacteria.,,"Die Wassertemperatur eignet sich gut, damit sich Cyanobakterien entwickeln können.",Aguas cálidas aptas para el desarrollo de cianobacterias.,"L'eau y est chaude, ce qui en fait l'endroit rêvé pour le développement des cyanobactéries.",,シアノバクテリアの発生に適した暖かな水です。,,Águas quentes adequadas para o desenvolvimento de cianobactérias.,"Тёплые воды, подходящие для развития цианобактерий.",温暖的海水适合蓝藻的繁殖。
TXT_Legend_Biomes_SubtropicalDesert,Frontend,Temperate Desert,,Gemäßigte Wüste,Desierto Templado,Désert tempéré,,温帯性の砂漠,,Deserto temperado,Умеренные биомы – пустыня,温带荒漠
TXT_Legend_Biomes_SubtropicalDesert_Description,Frontend,Humidity and temperature levels too low for plants to grow.,,"Die Luftfeuchtigkeit und Temperaturen sind zu niedrig, als dass Pflanzen hier wachsen könnten.",Niveles de humedad y temperatura demasiado bajos para las plantas.,La température et le degré d'humidité sont trop faibles pour que des plantes y poussent.,,気温、湿度が共に低く、植物が育たない環境です。,,Níveis de umidade e temperatura baixos demais para o cultivo de plantas.,Зоны со слишком низкими для развития растений температурой и уровнем влажности.,湿度和温度水平过低，不适合植物生长。
